Date,Tournament,W/L,Side,Vs_Team,Game_Length,Champion,Vs_Champion,Kills,Deaths,Assists,KDA,Spells,CS,Delta_CS,Items,Date_parsed,tournaments_played,date,blue_side_team,red_side_team,winner,blue_side_bans,red_side_bans,blue_side_picks,red_side_picks,blue_side_roster,red_side_roster,tournament_curr_total_games,tournament_curr_wins,tournament_curr_losses,tournament_curr_win_percentage,tournament_type,teams_region,teammate_role_top,teammate_role_jungle,teammate_role_mid,teammate_role_adc,teammate_role_support,enemy_role_top,enemy_role_jungle,enemy_role_mid,enemy_role_adc,enemy_role_support,bans,teammate_top_champion,teammate_jungle_champion,teammate_mid_champion,teammate_adc_champion,teammate_support_champion,opponent_top_champion,opponent_jungle_champion,opponent_mid_champion,opponent_adc_champion,opponent_support_champion,teammate_top_ign,teammate_jungle_ign,teammate_mid_ign,teammate_adc_ign,teammate_support_ign,opponent_top_ign,opponent_jungle_ign,opponent_mid_ign,opponent_adc_ign,opponent_support_ign
2021-09-02 09:35:00,"Korea,LCK 2021 Regional Finals",Loss,Blue,Hanwha Life Esports,33:10,Azir,Sylas,1,1,1,2.0,"Teleport,FlashLethal Tempo",293,-65,"Luden's Tempest,Needlessly Large Rod,Needlessly Large Rod,Sorcerer's Shoes,Oblivion Orb,Void Staff Farsight Alteration  ",2021-09-02 09:35:00,63,2021-09-02 09:35:00,T1,Hanwha Life Esports,Hanwha Life Esports,"Renekton,Camille,LeBlanc,Ashe,Thresh","Ryze,Jayce,Lee Sin,Braum,Varus","Kennen,Xin Zhao,Azir,Ezreal,Leona","Irelia,Viego,Sylas,Aphelios,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",1,1,0,1.0,Gauntlet,Korea,Diver,Diver,Battlemage,Nimble,Vanguard,Diver,Skirmisher,Skirmisher,Glasscannon,Catcher,"Ashe,Braum,Camille,Jayce,LeBlanc,Lee Sin,Renekton,Ryze,Thresh,Varus",Kennen,Xin Zhao,Azir,Ezreal,Leona,Irelia,Viego,Sylas,Aphelios,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-09-02 10:30:00,"Korea,LCK 2021 Regional Finals",Loss,Blue,Hanwha Life Esports,36:39,Azir,Orianna,2,3,6,2.67,"Teleport,FlashLethal Tempo",310,-47,"Zhonya's Hourglass,Void Staff,Control Ward,Luden's Tempest,Sorcerer's Shoes,Needlessly Large Rod Farsight Alteration    ",2021-09-02 10:30:00,63,2021-09-02 10:30:00,T1,Hanwha Life Esports,Hanwha Life Esports,"Camille,LeBlanc,Sylas,Ashe,Aphelios","Ryze,Jayce,Lee Sin,Kalista,Braum","Kennen,Xin Zhao,Azir,Ezreal,Leona","Irelia,Viego,Orianna,Varus,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",2,1,1,0.5,Gauntlet,Korea,Diver,Diver,Battlemage,Nimble,Vanguard,Diver,Skirmisher,Burst,Marksman,Catcher,"Aphelios,Ashe,Braum,Camille,Jayce,Kalista,LeBlanc,Lee Sin,Ryze,Sylas",Kennen,Xin Zhao,Azir,Ezreal,Leona,Irelia,Viego,Orianna,Varus,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-09-02 11:26:00,"Korea,LCK 2021 Regional Finals",Win,Red,Hanwha Life Esports,29:33,Azir,Orianna,3,2,6,4.5,"Teleport,FlashLethal Tempo",264,+13,"Zhonya's Hourglass,Sorcerer's Shoes,Control Ward,Luden's Tempest,Needlessly Large Rod,Void Staff Farsight Alteration    ",2021-09-02 11:26:00,63,2021-09-02 11:26:00,Hanwha Life Esports,T1,T1,"Ryze,Jayce,Irelia,Kalista,Ashe","Lee Sin,Camille,LeBlanc,Sylas,Rakan","Renekton,Viego,Orianna,Varus,Alistar","Kennen,Xin Zhao,Azir,Aphelios,Leona","Morgan,Willer,Chovy,Deft,Vsta","Canna,Oner,Faker,Gumayusi,Keria",3,1,2,0.3333,Gauntlet,Korea,Diver,Diver,Battlemage,Glasscannon,Vanguard,Diver,Skirmisher,Burst,Marksman,Vanguard,"Ashe,Camille,Irelia,Jayce,Kalista,LeBlanc,Lee Sin,Rakan,Ryze,Sylas",Kennen,Xin Zhao,Azir,Aphelios,Leona,Renekton,Viego,Orianna,Varus,Alistar,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-10-11 14:40:00,"International,Worlds 2021 Main Event",Win,Blue,DetonatioN FocusMe,19:53,Azir,Orianna,4,0,5,9.0,"Teleport,FlashLethal Tempo",179,+28,"Zhonya's Hourglass,Corrupting Potion,Sorcerer's Shoes,Liandry's Anguish,, Farsight Alteration   ",2021-10-11 14:40:00,63,2021-10-11 14:40:00,T1,DetonatioN FocusMe,T1,"Irelia,LeBlanc,Xin Zhao,Urgot,Zoe","Lee Sin,Twisted Fate,Ryze,Lucian,Draven","Graves,Talon,Azir,Jhin,Yuumi","Sett,Lillia,Orianna,Ezreal,Leona","Canna,Oner,Faker,Gumayusi,Keria","Evi,Steal (Mun Geon-yeong),Aria (Lee Ga-eul),Yutapon,Gaeng",4,2,2,0.5,International,Japan,Skirmisher,Assassin,Battlemage,Sniper,Enchanter,Juggernaut,Skirmisher,Burst,Nimble,Vanguard,"Draven,Irelia,LeBlanc,Lee Sin,Lucian,Ryze,Twisted Fate,Urgot,Xin Zhao,Zoe",Graves,Talon,Azir,Jhin,Yuumi,Sett,Lillia,Orianna,Ezreal,Leona,Canna,Oner,Faker,Gumayusi,Keria,Evi,Steal (Mun Geon-yeong),Aria (Lee Ga-eul),Yutapon,Gaeng
2021-10-12 10:29:00,"International,Worlds 2021 Main Event",Loss,Blue,EDward Gaming,36:49,Twisted Fate,Sylas,0,3,1,0.33,"Teleport,FlashUnsealed Spellbook",245,-130,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Fiendish Codex,Rapid Firecannon,Ionian Boots of Lucidity Farsight Alteration ",2021-10-12 10:29:00,64,2021-10-12 10:29:00,T1,EDward Gaming,EDward Gaming,"LeBlanc,Ryze,Lucian,Miss Fortune,Aphelios","Yuumi,Lee Sin,Azir,Thresh,Braum","Jayce,Xin Zhao,Twisted Fate,Ziggs,Shen","Graves,Jarvan IV,Sylas,Jhin,Leona","Canna,Oner,Faker,Gumayusi,Keria","Flandre,JieJie,Scout,Viper (Park Do-hyeon),Meiko",0,0,0,0.0,International,China,Artillery,Diver,Burst,Artillery,Warden,Skirmisher,Diver,Skirmisher,Sniper,Vanguard,"Aphelios,Azir,Braum,LeBlanc,Lee Sin,Lucian,Miss Fortune,Ryze,Thresh,Yuumi",Jayce,Xin Zhao,Twisted Fate,Ziggs,Shen,Graves,Jarvan IV,Sylas,Jhin,Leona,Canna,Oner,Faker,Gumayusi,Keria,Flandre,JieJie,Scout,Viper (Park Do-hyeon),Meiko
2021-10-13 17:57:00,"International,Worlds 2021 Main Event",Win,Red,100 Thieves,29:50,Twisted Fate,LeBlanc,3,1,6,9.0,"Teleport,FlashUnsealed Spellbook",238,-16,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Fiendish Codex,Ionian Boots of Lucidity,Rapid Firecannon Farsight Alteration ",2021-10-13 17:57:00,64,2021-10-13 17:57:00,100 Thieves,T1,T1,"Graves,Jayce,Yuumi,Talon,Xin Zhao","Ryze,Jarvan IV,Lee Sin,Viego,Qiyana","Renekton,Trundle,LeBlanc,Lucian,Nami","Kennen,Poppy,Twisted Fate,Aphelios,Lulu","Ssumday,Closer (Can elik),Abbedagge,FBI,huhi","Canna,Oner,Faker,Gumayusi,Keria",1,0,1,0.0,International,North America,Diver,Warden,Burst,Glasscannon,Enchanter,Diver,Juggernaut,Burst,Nimble,Enchanter,"Graves,Jarvan IV,Jayce,Lee Sin,Qiyana,Ryze,Talon,Viego,Xin Zhao,Yuumi",Kennen,Poppy,Twisted Fate,Aphelios,Lulu,Renekton,Trundle,LeBlanc,Lucian,Nami,Canna,Oner,Faker,Gumayusi,Keria,Ssumday,Closer (Can elik),Abbedagge,FBI,huhi
2021-10-16 11:38:00,"International,Worlds 2021 Main Event",Win,Blue,100 Thieves,31:46,Zoe,Orianna,1,1,3,4.0,"Teleport,FlashUnsealed Spellbook",239,-31,",Luden's Tempest,Broken Stopwatch,Cosmic Drive,Hextech Alternator,Ionian Boots of Lucidity Farsight Alteration  ",2021-10-16 11:38:00,64,2021-10-16 11:38:00,T1,100 Thieves,T1,"Ryze,LeBlanc,Graves,Renekton,Kennen","Yuumi,Lucian,Twisted Fate,Azir,Irelia","Jayce,Jarvan IV,Zoe,Aphelios,Thresh","Malphite,Lee Sin,Orianna,Ezreal,Leona","Canna,Oner,Faker,Gumayusi,Keria","Ssumday,Closer (Can elik),Abbedagge,FBI,huhi",2,1,1,0.5,International,North America,Artillery,Diver,Burst,Glasscannon,Catcher,Vanguard,Diver,Burst,Nimble,Vanguard,"Azir,Graves,Irelia,Kennen,LeBlanc,Lucian,Renekton,Ryze,Twisted Fate,Yuumi",Jayce,Jarvan IV,Zoe,Aphelios,Thresh,Malphite,Lee Sin,Orianna,Ezreal,Leona,Canna,Oner,Faker,Gumayusi,Keria,Ssumday,Closer (Can elik),Abbedagge,FBI,huhi
2021-10-16 12:36:00,"International,Worlds 2021 Main Event",Win,Red,EDward Gaming,25:50,Twisted Fate,Ryze,2,0,8,10.0,"Teleport,FlashUnsealed Spellbook",208,-45,"Everfrost,Corrupting Potion,Fiendish Codex,Rapid Firecannon,Ionian Boots of Lucidity,Broken Stopwatch Farsight Alteration   ",2021-10-16 12:36:00,64,2021-10-16 12:36:00,EDward Gaming,T1,T1,"Irelia,Draven,Lucian,Qiyana,Xin Zhao","Graves,Lee Sin,Jarvan IV,Jhin,Sylas","Jayce,Talon,Ryze,Miss Fortune,Yuumi","Kennen,Poppy,Twisted Fate,Aphelios,Lulu","Flandre,JieJie,Scout,Viper (Park Do-hyeon),Meiko","Canna,Oner,Faker,Gumayusi,Keria",3,2,1,0.6667,International,China,Diver,Warden,Burst,Glasscannon,Enchanter,Artillery,Assassin,Battlemage,Nimble,Enchanter,"Draven,Graves,Irelia,Jarvan IV,Jhin,Lee Sin,Lucian,Qiyana,Sylas,Xin Zhao",Kennen,Poppy,Twisted Fate,Aphelios,Lulu,Jayce,Talon,Ryze,Miss Fortune,Yuumi,Canna,Oner,Faker,Gumayusi,Keria,Flandre,JieJie,Scout,Viper (Park Do-hyeon),Meiko
2021-10-16 14:46:00,"International,Worlds 2021 Main Event",Win,Red,DetonatioN FocusMe,27:02,Orianna,Zoe,1,1,5,6.0,"Teleport,FlashPhase Rush",211,-24,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Control Ward,Ionian Boots of Lucidity,Tear of the Goddess Farsight Alteration    ",2021-10-16 14:46:00,64,2021-10-16 14:46:00,DetonatioN FocusMe,T1,T1,"Lee Sin,Lucian,Twisted Fate,Azir,Jarvan IV","LeBlanc,Irelia,Ryze,Talon,Xin Zhao","Renekton,Shaco,Zoe,Jhin,Yuumi","Graves,Qiyana,Orianna,Aphelios,Lulu","Evi,Steal (Mun Geon-yeong),Aria (Lee Ga-eul),Yutapon,Gaeng","Canna,Oner,Faker,Gumayusi,Keria",4,3,1,0.75,International,Japan,Skirmisher,Assassin,Burst,Glasscannon,Enchanter,Diver,Assassin,Burst,Sniper,Enchanter,"Azir,Irelia,Jarvan IV,LeBlanc,Lee Sin,Lucian,Ryze,Talon,Twisted Fate,Xin Zhao",Graves,Qiyana,Orianna,Aphelios,Lulu,Renekton,Shaco,Zoe,Jhin,Yuumi,Canna,Oner,Faker,Gumayusi,Keria,Evi,Steal (Mun Geon-yeong),Aria (Lee Ga-eul),Yutapon,Gaeng
2021-10-22 11:32:00,"International,Worlds 2021 Main Event",Win,Blue,Hanwha Life Esports,33:14,Orianna,Zoe,2,1,7,9.0,"Teleport,FlashPhase Rush",268,-6,"Zhonya's Hourglass,Corrupting Potion,,Seraph's Embrace,Luden's Tempest,Ionian Boots of Lucidity Farsight Alteration ",2021-10-22 11:32:00,64,2021-10-22 11:32:00,T1,Hanwha Life Esports,T1,"Sylas,LeBlanc,Jarvan IV,Leona,Rakan","Yuumi,Lee Sin,Twisted Fate,Ryze,Azir","Graves,Talon,Orianna,Aphelios,Thresh","Irelia,Xin Zhao,Zoe,Miss Fortune,Braum","Canna,Oner,Faker,Gumayusi,Keria","Morgan,Willer,Chovy,Deft,Vsta",5,4,1,0.8,International,Korea,Skirmisher,Assassin,Burst,Glasscannon,Catcher,Diver,Diver,Burst,Nimble,Warden,"Azir,Jarvan IV,LeBlanc,Lee Sin,Leona,Rakan,Ryze,Sylas,Twisted Fate,Yuumi",Graves,Talon,Orianna,Aphelios,Thresh,Irelia,Xin Zhao,Zoe,Miss Fortune,Braum,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-10-22 13:04:00,"International,Worlds 2021 Main Event",Win,Red,Hanwha Life Esports,29:49,Lissandra,LeBlanc,2,1,8,10.0,"Teleport,FlashAftershock",243,-15,"Everfrost,Zhonya's Hourglass,Control Ward,Dark Seal,Mercury's Treads,Void Staff Oracle Lens ",2021-10-22 13:04:00,64,2021-10-22 13:04:00,Hanwha Life Esports,T1,T1,"Jayce,Yuumi,Graves,Kennen,Thresh","Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona","Renekton,Xin Zhao,LeBlanc,Varus,Nautilus","Gwen,Poppy,Lissandra,Aphelios,Braum","Morgan,Willer,Chovy,Deft,Vsta","Canna,Oner,Faker,Gumayusi,Keria",6,5,1,0.8333,International,Korea,Skirmisher,Warden,Burst,Glasscannon,Warden,Diver,Diver,Burst,Marksman,Vanguard,"Graves,Jarvan IV,Jayce,Kennen,Lee Sin,Leona,Rakan,Thresh,Twisted Fate,Yuumi",Gwen,Poppy,Lissandra,Aphelios,Braum,Renekton,Xin Zhao,LeBlanc,Varus,Nautilus,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-10-22 13:57:00,"International,Worlds 2021 Main Event",Win,Red,Hanwha Life Esports,30:05,Lissandra,LeBlanc,3,1,6,9.0,"Teleport,FlashAftershock",214,-81,"Everfrost,Zhonya's Hourglass,,Chemtech Putrifier,Ionian Boots of Lucidity, Oracle Lens  ",2021-10-22 13:57:00,64,2021-10-22 13:57:00,Hanwha Life Esports,T1,T1,"Jayce,Yuumi,Graves,Gwen,Kennen","Lee Sin,Twisted Fate,Jarvan IV,Rakan,Leona","Renekton,Olaf,LeBlanc,Varus,Braum","Gnar,Talon,Lissandra,Aphelios,Thresh","Morgan,Willer,Chovy,Deft,Vsta","Canna,Oner,Faker,Gumayusi,Keria",7,6,1,0.8571,International,Korea,Vanguard,Assassin,Burst,Glasscannon,Catcher,Diver,Diver,Burst,Marksman,Warden,"Graves,Gwen,Jarvan IV,Jayce,Kennen,Lee Sin,Leona,Rakan,Twisted Fate,Yuumi",Gnar,Talon,Lissandra,Aphelios,Thresh,Renekton,Olaf,LeBlanc,Varus,Braum,Canna,Oner,Faker,Gumayusi,Keria,Morgan,Willer,Chovy,Deft,Vsta
2021-10-30 11:26:00,"International,Worlds 2021 Main Event",Loss,Red,DWG KIA,29:03,Ryze,LeBlanc,1,2,1,1.0,"Teleport,FlashPhase Rush",273,+18,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Control Ward,Mercury's Treads,Seraph's Embrace Farsight Alteration   ",2021-10-30 11:26:00,64,2021-10-30 11:26:00,DWG KIA,T1,DWG KIA,"Aphelios,Nami,Graves,Thresh,Jinx","Yuumi,Syndra,Twisted Fate,Ziggs,Rakan","Lucian,Lee Sin,LeBlanc,Jhin,Maokai","Jayce,Poppy,Ryze,Miss Fortune,Leona","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Gumayusi,Keria",8,7,1,0.875,International,Korea,Artillery,Warden,Battlemage,Nimble,Vanguard,Nimble,Diver,Burst,Sniper,Vanguard,"Aphelios,Graves,Jinx,Nami,Rakan,Syndra,Thresh,Twisted Fate,Yuumi,Ziggs",Jayce,Poppy,Ryze,Miss Fortune,Leona,Lucian,Lee Sin,LeBlanc,Jhin,Maokai,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-10-30 12:42:00,"International,Worlds 2021 Main Event",Win,Blue,DWG KIA,37:11,Lissandra,LeBlanc,1,0,8,9.0,"Teleport,FlashAftershock",332,+32,"Everfrost,Zhonya's Hourglass,Control Ward,Morellonomicon,Ionian Boots of Lucidity,Rabadon's Deathcap Oracle Lens    ",2021-10-30 12:42:00,64,2021-10-30 12:42:00,T1,DWG KIA,T1,"Ryze,Twisted Fate,Jarvan IV,Miss Fortune,Ziggs","Yuumi,Aphelios,Lucian,Gwen,Kennen","Yasuo,Lee Sin,Lissandra,Jhin,Rakan","Graves,Xin Zhao,LeBlanc,Draven,Alistar","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",9,7,2,0.7778,International,Korea,Skirmisher,Diver,Burst,Sniper,Catcher,Skirmisher,Diver,Burst,Glasscannon,Vanguard,"Aphelios,Gwen,Jarvan IV,Kennen,Lucian,Miss Fortune,Ryze,Twisted Fate,Yuumi,Ziggs",Yasuo,Lee Sin,Lissandra,Jhin,Rakan,Graves,Xin Zhao,LeBlanc,Draven,Alistar,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-10-30 13:45:00,"International,Worlds 2021 Main Event",Win,Red,DWG KIA,37:47,Ryze,Syndra,5,1,8,13.0,"Teleport,FlashPhase Rush",331,+30,"Everfrost,Zhonya's Hourglass,Needlessly Large Rod,Seraph's Embrace,Void Staff,Mercury's Treads Farsight Alteration  ",2021-10-30 13:45:00,64,2021-10-30 13:45:00,DWG KIA,T1,T1,"Aphelios,Nami,Graves,Gwen,Rakan","Yuumi,Lee Sin,Twisted Fate,Leona,Jayce","Lucian,Jarvan IV,Syndra,Miss Fortune,Maokai","Kennen,Xin Zhao,Ryze,Jhin,Zilean","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Gumayusi,Keria",10,8,2,0.8,International,Korea,Diver,Diver,Battlemage,Sniper,Enchanter,Nimble,Diver,Burst,Nimble,Vanguard,"Aphelios,Graves,Gwen,Jayce,Lee Sin,Leona,Nami,Rakan,Twisted Fate,Yuumi",Kennen,Xin Zhao,Ryze,Jhin,Zilean,Lucian,Jarvan IV,Syndra,Miss Fortune,Maokai,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-10-30 14:47:00,"International,Worlds 2021 Main Event",Loss,Red,DWG KIA,30:09,Ryze,LeBlanc,0,6,0,0.0,"Teleport,FlashPhase Rush",246,-9,"Everfrost,Corrupting Potion,Oblivion Orb,Seraph's Embrace,,Mercury's Treads Farsight Alteration ",2021-10-30 14:47:00,64,2021-10-30 14:47:00,DWG KIA,T1,DWG KIA,"Aphelios,Nami,Graves,Jinx,Ziggs","Yuumi,Lee Sin,Twisted Fate,Kennen,Irelia","Gragas,Qiyana,LeBlanc,Jhin,Rakan","Jayce,Jarvan IV,Ryze,Lucian,Lulu","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL","Canna,Oner,Faker,Gumayusi,Keria",11,9,2,0.8182,International,Korea,Artillery,Diver,Battlemage,Nimble,Enchanter,Vanguard,Assassin,Burst,Sniper,Catcher,"Aphelios,Graves,Irelia,Jinx,Kennen,Lee Sin,Nami,Twisted Fate,Yuumi,Ziggs",Jayce,Jarvan IV,Ryze,Lucian,Lulu,Gragas,Qiyana,LeBlanc,Jhin,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2021-10-30 15:43:00,"International,Worlds 2021 Main Event",Loss,Blue,DWG KIA,36:01,Azir,Zoe,1,2,1,1.0,"Teleport,FlashArcane Comet",310,+44,"Zhonya's Hourglass,Needlessly Large Rod,,Morellonomicon,Luden's Tempest,Mercury's Treads Farsight Alteration    ",2021-10-30 15:43:00,64,2021-10-30 15:43:00,T1,DWG KIA,DWG KIA,"LeBlanc,Jarvan IV,Ryze,Qiyana,Kassadin","Lee Sin,Yuumi,Twisted Fate,Lulu,Thresh","Kennen,Xin Zhao,Azir,Aphelios,Zilean","Graves,Talon,Zoe,Ziggs,Rakan","Canna,Oner,Faker,Gumayusi,Keria","Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL",12,9,3,0.75,International,Korea,Diver,Diver,Battlemage,Glasscannon,Enchanter,Skirmisher,Assassin,Burst,Artillery,Catcher,"Jarvan IV,Kassadin,LeBlanc,Lee Sin,Lulu,Qiyana,Ryze,Thresh,Twisted Fate,Yuumi",Kennen,Xin Zhao,Azir,Aphelios,Zilean,Graves,Talon,Zoe,Ziggs,Rakan,Canna,Oner,Faker,Gumayusi,Keria,Khan,Canyon,ShowMaker,Ghost (Jang Yong-jun),BeryL
2022-01-12 11:12:00,"Korea,LCK 2022 Spring",Win,Blue,Kwangdong Freecs,37:13,Zoe,Syndra,4,0,2,6.0,"Teleport,FlashUnsealed Spellbook",301,+7,"Rabadon's Deathcap,Sorcerer's Shoes,Blighting Jewel,Luden's Tempest,,Shadowflame Farsight Alteration    ",2022-01-12 11:12:00,64,2022-01-12 11:12:00,T1,Kwangdong Freecs,T1,"Lee Sin,Ryze,Viktor,LeBlanc,Graves","Renekton,Twisted Fate,Vex,Jayce,None","Gragas,Jarvan IV,Zoe,Ezreal,Karma","Gwen,Xin Zhao,Syndra,Caitlyn,Lux","Zeus,Oner,Faker,Gumayusi,Keria","Kiin,Ellim,FATE (Yoo Su-hyeok),Teddy,Hoit",13,9,4,0.6923,Regular Season,Korea,Vanguard,Diver,Burst,Nimble,Enchanter,Skirmisher,Diver,Burst,Sniper,Burst,"Graves,Jayce,LeBlanc,Lee Sin,None,Renekton,Ryze,Twisted Fate,Vex,Viktor",Gragas,Jarvan IV,Zoe,Ezreal,Karma,Gwen,Xin Zhao,Syndra,Caitlyn,Lux,Zeus,Oner,Faker,Gumayusi,Keria,Kiin,Ellim,FATE (Yoo Su-hyeok),Teddy,Hoit
2022-01-12 12:14:00,"Korea,LCK 2022 Spring",Win,Red,Kwangdong Freecs,25:06,Viktor,Syndra,6,1,5,11.0,"Teleport,FlashFirst Strike",179,-23,"Mejai's Soulstealer,,Perfectly Timed Stopwatch,Shadowflame,Mercury's Treads,Crown of the Shattered Queen Farsight Alteration    ",2022-01-12 12:14:00,65,2022-01-12 12:14:00,Kwangdong Freecs,T1,T1,"Irelia,Twisted Fate,Ezreal,Zoe,Akshan","Renekton,Ryze,Lux,LeBlanc,Jayce","Graves,Lee Sin,Syndra,Jhin,Yuumi","Jax,Nidalee,Viktor,Caitlyn,Karma","Kiin,Ellim,FATE (Yoo Su-hyeok),Teddy,Hoit","Zeus,Oner,Faker,Gumayusi,Keria",0,0,0,0.0,Regular Season,Korea,Skirmisher,Artillery,Battlemage,Sniper,Enchanter,Skirmisher,Diver,Burst,Sniper,Enchanter,"Akshan,Ezreal,Irelia,Jayce,LeBlanc,Lux,Renekton,Ryze,Twisted Fate,Zoe",Jax,Nidalee,Viktor,Caitlyn,Karma,Graves,Lee Sin,Syndra,Jhin,Yuumi,Zeus,Oner,Faker,Gumayusi,Keria,Kiin,Ellim,FATE (Yoo Su-hyeok),Teddy,Hoit
2022-01-14 11:07:00,"Korea,LCK 2022 Spring",Loss,Red,Fredit BRION,42:48,Ryze,Galio,0,3,4,1.33,"Teleport,FlashConqueror",381,+76,"Everfrost,Zhonya's Hourglass,Needlessly Large Rod,Void Staff,Mercury's Treads,Fimbulwinter Oracle Lens  ",2022-01-14 11:07:00,65,2022-01-14 11:07:00,Fredit BRION,T1,Fredit BRION,"Yuumi,Caitlyn,Twisted Fate,Viego,Jarvan IV","Renekton,Lee Sin,Karma,Gragas,LeBlanc","Camille,Xin Zhao,Galio,Varus,Leona","Jayce,Nidalee,Ryze,Jhin,Rakan","Morgan,UmTi,Lava,Hena,Delight","Zeus,Oner,Faker,Gumayusi,Keria",1,1,0,1.0,Regular Season,Korea,Artillery,Artillery,Battlemage,Sniper,Catcher,Diver,Diver,Warden,Marksman,Vanguard,"Caitlyn,Gragas,Jarvan IV,Karma,LeBlanc,Lee Sin,Renekton,Twisted Fate,Viego,Yuumi",Jayce,Nidalee,Ryze,Jhin,Rakan,Camille,Xin Zhao,Galio,Varus,Leona,Zeus,Oner,Faker,Gumayusi,Keria,Morgan,UmTi,Lava,Hena,Delight
2022-01-14 12:14:00,"Korea,LCK 2022 Spring",Win,Blue,Fredit BRION,45:56,Viktor,Ryze,5,4,11,4.0,"Teleport,FlashFirst Strike",393,-46,"Rabadon's Deathcap,Void Staff,Banshee's Veil,Shadowflame,Luden's Tempest,Sorcerer's Shoes Farsight Alteration   ",2022-01-14 12:14:00,65,2022-01-14 12:14:00,T1,Fredit BRION,T1,"Lee Sin,LeBlanc,Twisted Fate,Leona,Yuumi","Karma,Caitlyn,Renekton,Graves,Lulu","Gnar,Xin Zhao,Viktor,Aphelios,Nautilus","Gragas,Viego,Ryze,Jhin,Sett","Zeus,Oner,Faker,Gumayusi,Keria","Morgan,UmTi,Lava,Hena,Delight",2,1,1,0.5,Regular Season,Korea,Vanguard,Diver,Battlemage,Glasscannon,Vanguard,Vanguard,Skirmisher,Battlemage,Sniper,Juggernaut,"Caitlyn,Graves,Karma,LeBlanc,Lee Sin,Leona,Lulu,Renekton,Twisted Fate,Yuumi",Gnar,Xin Zhao,Viktor,Aphelios,Nautilus,Gragas,Viego,Ryze,Jhin,Sett,Zeus,Oner,Faker,Gumayusi,Keria,Morgan,UmTi,Lava,Hena,Delight
2022-01-14 13:24:00,"Korea,LCK 2022 Spring",Win,Red,Fredit BRION,41:27,Vex,Corki,7,1,4,11.0,"Ignite,FlashElectrocute",274,-153,"Everfrost,Zhonya's Hourglass,Corrupting Potion,Sorcerer's Shoes,Mejai's Soulstealer,Shadowflame Oracle Lens ",2022-01-14 13:24:00,65,2022-01-14 13:24:00,Fredit BRION,T1,T1,"Yuumi,Caitlyn,Twisted Fate,Viktor,Ryze","Lee Sin,Renekton,Camille,LeBlanc,None","Gragas,Xin Zhao,Corki,Varus,Karma","Gwen,Jarvan IV,Vex,Aphelios,Lulu","Morgan,UmTi,Lava,Hena,Delight","Zeus,Oner,Faker,Gumayusi,Keria",3,2,1,0.6667,Regular Season,Korea,Skirmisher,Diver,Burst,Glasscannon,Enchanter,Vanguard,Diver,Artillery,Marksman,Enchanter,"Caitlyn,Camille,LeBlanc,Lee Sin,None,Renekton,Ryze,Twisted Fate,Viktor,Yuumi",Gwen,Jarvan IV,Vex,Aphelios,Lulu,Gragas,Xin Zhao,Corki,Varus,Karma,Zeus,Oner,Faker,Gumayusi,Keria,Morgan,UmTi,Lava,Hena,Delight
